"seqnames","start","end","width","strand"
"chr1",30755149,30924422,169274,"*"
"chr1",30977407,31055729,78323,"*"
"chr1",31238680,31282981,44302,"*"
"chr1",31306801,31567464,260664,"*"
"chr1",31614644,31700447,85804,"*"
"chr1",31899193,31919008,19816,"*"
"chr1",32140647,32161987,21341,"*"
"chr1",32172836,32756098,583263,"*"
"chr1",32858555,33092943,234389,"*"
"chr1",33110639,33122504,11866,"*"
"chr1",33181239,33209419,28181,"*"
"chr1",33582768,33585465,2698,"*"
"chr1",33812926,33861032,48107,"*"
"chr1",33950602,34013452,62851,"*"
"chr1",34175771,34249798,74028,"*"
"chr1",34460291,34528459,68169,"*"
"chr1",34931206,35092681,161476,"*"
"chr1",35480902,35704933,224032,"*"
"chr1",35761547,35804259,42713,"*"
"chr1",35857048,36122954,265907,"*"
"chr1",36220524,36231588,11065,"*"
"chr1",36247744,36305959,58216,"*"
"chr1",36702206,36744183,41978,"*"
"chr1",36745486,36798958,53473,"*"
"chr1",37109342,37149526,40185,"*"
"chr1",37171798,37297271,125474,"*"
"chr1",37396754,37416603,19850,"*"
"chr1",37737234,37791235,54002,"*"
"chr1",37866929,37960512,93584,"*"
"chr1",37966779,38318569,351791,"*"
"chr1",38412917,38673626,260710,"*"
"chr1",38918830,39101786,182957,"*"
"chr1",39307499,39439919,132421,"*"
"chr1",39528252,39592393,64142,"*"
"chr1",39709311,39796946,87636,"*"
"chr1",39842457,39933506,91050,"*"
"chr1",40172514,40174067,1554,"*"
"chr1",40614498,40712185,97688,"*"
"chr1",41320739,41810574,489836,"*"
"chr1",42161478,42220548,59071,"*"
"chr1",42309424,42931853,622430,"*"
"chr1",42967152,43073144,105993,"*"
"chr1",43092287,43111172,18886,"*"
"chr1",43271385,43305622,34238,"*"
"chr1",43557434,43613116,55683,"*"
"chr1",43814621,44020058,205438,"*"
"chr1",44061812,44102382,40571,"*"
"chr1",44198398,44410168,211771,"*"
"chr1",44470034,44514092,44059,"*"
"chr1",44560518,45039458,478941,"*"
"chr1",45141571,45188386,46816,"*"
"chr1",45398901,45579442,180542,"*"
"chr1",45629399,45649193,19795,"*"
"chr1",45682362,45763553,81192,"*"
"chr1",45793007,46026243,233237,"*"
"chr1",46030961,46066009,35049,"*"
"chr1",46308083,46394660,86578,"*"
"chr1",46426175,46442702,16528,"*"
"chr1",46488433,46741654,253222,"*"
"chr1",46763618,46858217,94600,"*"
"chr1",47292987,47516934,223948,"*"
"chr1",47677989,47785708,107720,"*"
"chr1",47824329,48275723,451395,"*"
"chr1",48298032,48992859,694828,"*"
"chr1",49075319,49201952,126634,"*"
"chr1",49215898,49264722,48825,"*"
"chr1",49431989,49606782,174794,"*"
"chr1",49643043,49675848,32806,"*"
"chr1",49729145,49838049,108905,"*"
"chr1",49851463,50080281,228819,"*"
"chr1",50097333,50204664,107332,"*"
"chr1",50230631,50323015,92385,"*"
"chr1",50614572,50980956,366385,"*"
"chr1",51083377,51210700,127324,"*"
"chr1",51943794,52375770,431977,"*"
"chr1",52668013,53079462,411450,"*"
"chr1",53096496,53208409,111914,"*"
"chr1",53225340,53288240,62901,"*"
"chr1",54498488,54601181,102694,"*"
"chr1",54842629,54869605,26977,"*"
"chr1",54924132,55071669,147538,"*"
"chr1",55393408,55420909,27502,"*"
"chr1",55445568,55487001,41434,"*"
"chr1",55501072,55554752,53681,"*"
"chr1",55586434,55653653,67220,"*"
"chr1",55684454,55967119,282666,"*"
"chr1",55996423,56057227,60805,"*"
"chr1",56490443,56521380,30938,"*"
"chr1",56537640,56548465,10826,"*"
"chr1",56608854,56645765,36912,"*"
"chr1",56735533,56911646,176114,"*"
"chr1",56943762,57000296,56535,"*"
"chr1",57304219,57591633,287415,"*"
"chr1",57758572,57835711,77140,"*"
"chr1",57877196,58023201,146006,"*"
"chr1",58108647,58110325,1679,"*"
"chr1",58186769,58373406,186638,"*"
"chr1",58386616,58673085,286470,"*"
"chr1",58798890,59066004,267115,"*"
"chr1",59257139,59262963,5825,"*"
"chr1",59791654,59843168,51515,"*"
"chr1",59922229,59927462,5234,"*"
"chr1",60127361,60452650,325290,"*"
"chr1",60464928,60495980,31053,"*"
"chr1",60903943,61009517,105575,"*"
"chr1",61087074,61471879,384806,"*"
"chr1",61547166,61768326,221161,"*"
"chr1",61867180,61943912,76733,"*"
"chr1",61984321,62022756,38436,"*"
"chr1",62076007,62119875,43869,"*"
"chr1",62227729,62269194,41466,"*"
"chr1",62419526,62550294,130769,"*"
"chr1",62871225,63054673,183449,"*"
"chr1",63622215,63652995,30781,"*"
"chr1",63703168,63787060,83893,"*"
"chr1",63949094,64218253,269160,"*"
"chr1",64291866,64361428,69563,"*"
"chr1",64455179,64489401,34223,"*"
"chr1",64516879,64519510,2632,"*"
"chr1",64532247,64597885,65639,"*"
"chr1",64686242,64752830,66589,"*"
"chr1",64965039,64971881,6843,"*"
"chr1",65167892,65187150,19259,"*"
"chr1",65417947,65547599,129653,"*"
"chr1",65897229,66012835,115607,"*"
"chr1",66185150,66648084,462935,"*"
"chr1",66816669,66948928,132260,"*"
"chr1",67001780,67028771,26992,"*"
"chr1",67036943,67302810,265868,"*"
"chr1",67399302,67596727,197426,"*"
"chr1",67872798,67898585,25788,"*"
"chr1",68015099,68055185,40087,"*"
"chr1",68135431,68247301,111871,"*"
"chr1",68347655,68438427,90773,"*"
"chr1",68662455,68667294,4840,"*"
"chr1",68905023,68949268,44246,"*"
"chr1",68961686,69277367,315682,"*"
"chr1",69311713,69482914,171202,"*"
"chr1",69718651,69751410,32760,"*"
"chr1",69877343,69937332,59990,"*"
"chr1",70033047,70045510,12464,"*"
"chr1",70136694,70442447,305754,"*"
"chr1",70542171,70684132,141962,"*"
"chr1",70816286,71247530,431245,"*"
"chr1",71357601,71361087,3487,"*"
"chr1",71402555,71550133,147579,"*"
"chr1",71741636,71850377,108742,"*"
"chr1",72152793,72157084,4292,"*"
"chr1",72284169,72398626,114458,"*"
"chr1",72478992,72599828,120837,"*"
"chr1",72871825,72965744,93920,"*"
"chr1",73127142,73279202,152061,"*"
"chr1",73568518,73611950,43433,"*"
"chr1",73612865,73828826,215962,"*"
"chr1",73958861,74386735,427875,"*"
"chr1",74481825,74494254,12430,"*"
"chr1",74631328,74661104,29777,"*"
"chr1",74672770,74732666,59897,"*"
"chr1",74736208,74787275,51068,"*"
"chr1",74858565,74918957,60393,"*"
"chr1",75209980,75445950,235971,"*"
"chr1",75481783,75692440,210658,"*"
"chr1",75722777,75770895,48119,"*"
"chr1",75853797,76160364,306568,"*"
"chr1",76180406,76207610,27205,"*"
"chr1",76582161,76698167,116007,"*"
"chr1",76724934,76951704,226771,"*"
"chr1",77280454,77498267,217814,"*"
"chr1",77907015,78043553,136539,"*"
"chr1",78183538,78258848,75311,"*"
"chr1",78657018,79248581,591564,"*"
"chr1",79273738,79343796,70059,"*"
"chr1",79560913,79588891,27979,"*"
"chr1",79810053,79858409,48357,"*"
"chr1",80184841,80380732,195892,"*"
"chr1",80888310,81225302,336993,"*"
"chr1",81281593,81480671,199079,"*"
"chr1",81734237,81961827,227591,"*"
"chr1",82459627,83003667,544041,"*"
"chr1",83390843,83418737,27895,"*"
"chr1",83743263,83834434,91172,"*"
"chr1",83838128,84556424,718297,"*"
"chr1",84590194,84595675,5482,"*"
"chr1",84953393,85014849,61457,"*"
"chr1",85244803,85305138,60336,"*"
"chr1",85514311,85595878,81568,"*"
"chr1",85601114,85722669,121556,"*"
"chr1",86167215,86272191,104977,"*"
"chr1",86321047,86453545,132499,"*"
"chr1",86568993,86622664,53672,"*"
"chr1",86677224,86996490,319267,"*"
"chr1",87076270,87358681,282412,"*"
"chr1",87405429,87564066,158638,"*"
"chr1",87565898,87784205,218308,"*"
"chr1",87891022,87926729,35708,"*"
"chr1",87960504,87980705,20202,"*"
"chr1",87987327,87998022,10696,"*"
"chr1",88021614,88049744,28131,"*"
"chr1",88071757,88084007,12251,"*"
"chr1",88165478,88276887,111410,"*"
"chr1",88500752,88655982,155231,"*"
"chr1",88831352,89116783,285432,"*"
"chr1",89369497,89510984,141488,"*"
"chr1",89751707,89822528,70822,"*"
"chr1",89860918,90004484,143567,"*"
"chr1",90012450,90094471,82022,"*"
"chr1",90292103,90493205,201103,"*"
"chr1",90517044,90766020,248977,"*"
"chr1",91308192,91462713,154522,"*"
"chr1",91501510,91733762,232253,"*"
"chr1",91821740,91829966,8227,"*"
"chr1",91898053,92436244,538192,"*"
"chr1",92699306,92720076,20771,"*"
"chr1",93074053,93339468,265416,"*"
"chr1",93342573,93377165,34593,"*"
"chr1",93576270,93586744,10475,"*"
"chr1",93624570,93683791,59222,"*"
"chr1",93689063,93703083,14021,"*"
"chr1",94028040,94062680,34641,"*"
"chr1",94230086,94476251,246166,"*"
"chr1",94787321,94883391,96071,"*"
"chr1",95085933,95167402,81470,"*"
"chr1",95245824,95304471,58648,"*"
"chr1",95420685,95673302,252618,"*"
"chr1",95735209,95758958,23750,"*"
"chr1",95828159,95837178,9020,"*"
"chr1",95860566,96270552,409987,"*"
"chr1",96327694,96639156,311463,"*"
"chr1",97247741,97270504,22764,"*"
"chr1",97311701,97335844,24144,"*"
"chr1",97533531,97569369,35839,"*"
"chr1",97597566,97763620,166055,"*"
"chr1",97904673,98253766,349094,"*"
"chr1",98370995,98381788,10794,"*"
"chr1",98709798,98829629,119832,"*"
"chr1",98905443,98969087,63645,"*"
"chr1",99238185,99407892,169708,"*"
"chr1",99510526,99549770,39245,"*"
"chr1",99965517,100200391,234875,"*"
"chr1",100352205,100361963,9759,"*"
"chr1",100395252,100514017,118766,"*"
"chr1",100581064,100644175,63112,"*"
"chr1",100750166,100763066,12901,"*"
"chr1",101246196,101329148,82953,"*"
"chr1",101375684,101378347,2664,"*"
"chr1",101883654,102125676,242023,"*"
"chr1",102310592,102602186,291595,"*"
"chr1",102627074,102765687,138614,"*"
"chr1",102790172,103077311,287140,"*"
"chr1",103282405,103384907,102503,"*"
"chr1",103463619,103559051,95433,"*"
"chr1",103717041,103802583,85543,"*"
"chr1",103840829,104012290,171462,"*"
"chr1",104244662,104264352,19691,"*"
"chr1",104508028,104593611,85584,"*"
"chr1",104614422,104857792,243371,"*"
"chr1",104861514,104937148,75635,"*"
"chr1",104956175,105046789,90615,"*"
"chr1",105087880,105247317,159438,"*"
"chr1",105516713,105642997,126285,"*"
"chr1",105664463,105897599,233137,"*"
"chr1",106537035,106877244,340210,"*"
"chr1",106884044,106955189,71146,"*"
"chr1",106989172,107497394,508223,"*"
"chr1",108052527,108374888,322362,"*"
"chr1",108713997,109106255,392259,"*"
"chr1",109251930,109255720,3791,"*"
"chr1",109269607,109365281,95675,"*"
"chr1",109443398,109449197,5800,"*"
"chr1",109466121,109697686,231566,"*"
"chr1",109786997,109797993,10997,"*"
"chr1",110086551,110309471,222921,"*"
"chr1",110538251,110554300,16050,"*"
"chr1",110571824,110609844,38021,"*"
"chr1",110632532,110634793,2262,"*"
"chr1",110834676,110926718,92043,"*"
"chr1",111148251,111218135,69885,"*"
"chr1",111438509,111452930,14422,"*"
"chr1",111809398,111900649,91252,"*"
"chr1",112088058,112504419,416362,"*"
"chr1",112648045,112653622,5578,"*"
"chr1",112730369,112832423,102055,"*"
"chr1",112838781,112870754,31974,"*"
"chr1",113211362,113313081,101720,"*"
"chr1",113542821,113555953,13133,"*"
"chr1",113656235,113906730,250496,"*"
"chr1",113992603,114068759,76157,"*"
"chr1",114720911,114751869,30959,"*"
"chr1",114811138,114826511,15374,"*"
"chr1",115201949,115212056,10108,"*"
"chr1",115322776,116427442,1104667,"*"
"chr1",116427583,116486142,58560,"*"
"chr1",116585675,117551732,966058,"*"
"chr1",117608333,117655327,46995,"*"
"chr1",117754603,117965091,210489,"*"
"chr1",117988127,118236822,248696,"*"
"chr1",118398475,118457012,58538,"*"
"chr1",118464203,118759908,295706,"*"
"chr1",118761153,119441999,680847,"*"
"chr1",119445269,119631341,186073,"*"
"chr1",119735555,119970904,235350,"*"
"chr1",119981658,120167098,185441,"*"
"chr1",120167685,120291859,124175,"*"
"chr1",120464937,120646604,181668,"*"
"chr1",120659462,120846242,186781,"*"
"chr1",120935533,121095280,159748,"*"
"chr1",121241678,121250615,8938,"*"
"chr1",121610591,121754598,144008,"*"
"chr1",121758584,121788539,29956,"*"
"chr1",121814717,121819975,5259,"*"
"chr1",121921861,122087291,165431,"*"
"chr1",122395734,122509570,113837,"*"
"chr1",122601167,122692236,91070,"*"
"chr1",122740462,122777522,37061,"*"
"chr1",122822910,122872714,49805,"*"
"chr1",122915535,123023820,108286,"*"
"chr1",123053049,123190354,137306,"*"
"chr1",123664938,123975655,310718,"*"
"chr1",123987899,124275261,287363,"*"
"chr1",124715768,124763183,47416,"*"
"chr1",124881427,124952397,70971,"*"
"chr1",124989417,125174860,185444,"*"
"chr1",125190755,125231577,40823,"*"
"chr1",125341799,125384950,43152,"*"
"chr1",125802952,126003299,200348,"*"
"chr1",126105664,126224030,118367,"*"
"chr1",126523836,126722564,198729,"*"
"chr1",127280571,127433099,152529,"*"
"chr1",127530923,127543320,12398,"*"
"chr1",127856933,127950954,94022,"*"
"chr1",127968297,128034360,66064,"*"
"chr1",128182570,128317261,134692,"*"
"chr1",128763099,129203828,440730,"*"
"chr1",129240557,129382990,142434,"*"
"chr1",129551217,129889430,338214,"*"
"chr1",129936285,130146375,210091,"*"
"chr1",131037791,131110011,72221,"*"
"chr1",131552023,131658818,106796,"*"
"chr1",131677155,132085429,408275,"*"
"chr1",132204276,132204746,471,"*"
"chr1",132489379,132818541,329163,"*"
"chr1",132840347,133089840,249494,"*"
"chr1",133164260,133732847,568588,"*"
"chr1",133974069,133990036,15968,"*"
"chr1",134455584,134617279,161696,"*"
"chr1",134627221,134671191,43971,"*"
"chr1",134750656,134753175,2520,"*"
"chr1",135063453,135223231,159779,"*"
"chr1",135257853,135481332,223480,"*"
"chr1",135744726,135761951,17226,"*"
"chr1",135952253,136075404,123152,"*"
"chr1",136434756,136853339,418584,"*"
"chr1",137000227,137061888,61662,"*"
"chr1",137201109,137503496,302388,"*"
"chr1",137583552,137635561,52010,"*"
"chr1",137679251,137686954,7704,"*"
"chr1",137744162,137792720,48559,"*"
"chr1",138007805,138146780,138976,"*"
"chr1",138370248,138458203,87956,"*"
"chr1",138584753,138698318,113566,"*"
"chr1",138732738,138842302,109565,"*"
"chr1",139277966,139295533,17568,"*"
"chr1",139396635,139404284,7650,"*"
"chr1",139487788,139794543,306756,"*"
"chr1",139843659,139847488,3830,"*"
"chr1",139895172,139942067,46896,"*"
"chr1",140109803,140719812,610010,"*"
"chr1",140773031,140971943,198913,"*"
"chr1",141362712,141499610,136899,"*"
"chr1",141593327,141820456,227130,"*"
"chr1",142130915,142220513,89599,"*"
"chr1",142395692,142402033,6342,"*"
"chr1",142760454,142778339,17886,"*"
"chr1",142916955,143025880,108926,"*"
"chr1",143204141,143214348,10208,"*"
"chr1",143698582,143909228,210647,"*"
"chr1",144078685,144288783,210099,"*"
"chr1",144387357,144626578,239222,"*"
"chr1",144779530,144788740,9211,"*"
"chr1",144946416,145048429,102014,"*"
"chr1",145234332,145272728,38397,"*"
"chr1",145278309,145756514,478206,"*"
"chr1",145907639,145944204,36566,"*"
"chr1",145986370,146171820,185451,"*"
"chr1",146184799,146269661,84863,"*"
"chr1",146346288,146593423,247136,"*"
"chr1",146764603,147036579,271977,"*"
"chr1",147326453,147831362,504910,"*"
"chr1",148037913,148200614,162702,"*"
"chr1",148508830,148709852,201023,"*"
"chr1",148903164,149086176,183013,"*"
"chr1",149157840,149533996,376157,"*"
"chr1",149596366,149806409,210044,"*"
"chr1",149807345,149861576,54232,"*"
"chr1",149935431,149971978,36548,"*"
"chr1",150009767,150084781,75015,"*"
"chr1",150148434,150537069,388636,"*"
"chr1",150546751,150579712,32962,"*"
"chr1",150677506,150960942,283437,"*"
"chr1",151013928,151130660,116733,"*"
"chr1",151138673,151184788,46116,"*"
"chr1",151485178,151511153,25976,"*"
"chr1",151648087,151707146,59060,"*"
"chr1",152006360,152032114,25755,"*"
"chr1",152035644,152304286,268643,"*"
"chr1",152482561,152693342,210782,"*"
"chr1",152764167,152765696,1530,"*"
"chr1",152769852,152870169,100318,"*"
"chr1",153660194,154091602,431409,"*"
"chr1",154135398,154371153,235756,"*"
"chr1",154538719,154638802,100084,"*"
"chr1",154675220,154709384,34165,"*"
"chr1",154717131,154810001,92871,"*"
"chr1",154848547,155010439,161893,"*"
"chr1",155098149,155476896,378748,"*"
"chr1",155537547,155619367,81821,"*"
"chr1",155721749,155756046,34298,"*"
"chr1",155850312,155935244,84933,"*"
"chr1",155979498,156366593,387096,"*"
"chr1",156407985,156617223,209239,"*"
"chr1",156656707,156663314,6608,"*"
"chr1",156762917,156809230,46314,"*"
"chr1",156909465,157493468,584004,"*"
"chr1",157653987,157718095,64109,"*"
"chr1",157746075,157831156,85082,"*"
"chr1",157957244,158211048,253805,"*"
"chr1",158270628,158366842,96215,"*"
"chr1",158510708,158854016,343309,"*"
"chr1",159496461,159723974,227514,"*"
"chr1",159980276,160128808,148533,"*"
"chr1",160199277,160313868,114592,"*"
"chr1",160492516,160587526,95011,"*"
"chr1",160662651,160699568,36918,"*"
"chr1",161045032,161115586,70555,"*"
"chr1",161187472,161306964,119493,"*"
"chr1",161379112,161480696,101585,"*"
"chr1",161526537,161571405,44869,"*"
"chr1",161628257,161977184,348928,"*"
"chr1",162011361,162108793,97433,"*"
"chr1",162278723,162389463,110741,"*"
"chr1",162559199,162832521,273323,"*"
"chr1",163058049,163118485,60437,"*"
"chr1",163347253,163656581,309329,"*"
"chr1",163784140,163815976,31837,"*"
"chr1",163925740,164132815,207076,"*"
"chr1",164216953,164388928,171976,"*"
"chr1",164524579,164679268,154690,"*"
"chr1",164726009,164791228,65220,"*"
"chr1",164801469,164926437,124969,"*"
"chr1",164973592,164994526,20935,"*"
"chr1",165120383,165224697,104315,"*"
"chr1",165342092,165380727,38636,"*"
"chr1",165448017,165754341,306325,"*"
"chr1",165775299,166144668,369370,"*"
"chr1",166225980,166666363,440384,"*"
"chr1",166804069,166998536,194468,"*"
"chr1",167793481,167800003,6523,"*"
"chr1",168223792,168579864,356073,"*"
"chr1",168938321,169179244,240924,"*"
"chr1",169241342,169353071,111730,"*"
"chr1",169374241,169718539,344299,"*"
"chr1",169799920,170199483,399564,"*"
"chr1",170663321,170693832,30512,"*"
"chr1",170715182,170857444,142263,"*"
"chr1",171186186,171361633,175448,"*"
"chr1",171440532,171725195,284664,"*"
"chr1",171782020,171971315,189296,"*"
"chr1",172058491,172235757,177267,"*"
"chr1",172380706,172549748,169043,"*"
"chr1",173186057,173271365,85309,"*"
"chr1",173597013,174060895,463883,"*"
"chr1",174415481,174550999,135519,"*"
"chr1",174643004,174663114,20111,"*"
"chr1",174768862,174945374,176513,"*"
"chr1",175050467,175557718,507252,"*"
"chr1",175777306,175810521,33216,"*"
"chr1",176101159,176102281,1123,"*"
"chr1",176114625,176759788,645164,"*"
"chr1",176828667,176869236,40570,"*"
"chr1",176938077,177062201,124125,"*"
"chr1",177064411,177075452,11042,"*"
"chr1",177126823,177171493,44671,"*"
"chr1",177224489,177469332,244844,"*"
"chr1",177650655,177688795,38141,"*"
"chr1",177784172,177892121,107950,"*"
"chr1",177899504,178061487,161984,"*"
"chr1",178223702,178299048,75347,"*"
"chr1",178367010,178429102,62093,"*"
"chr1",178431717,178570182,138466,"*"
"chr1",178597551,178622829,25279,"*"
"chr1",178653129,178653309,181,"*"
"chr1",178733991,178870686,136696,"*"
"chr1",178891235,178944965,53731,"*"
"chr1",179003006,179041398,38393,"*"
"chr1",179091256,179204494,113239,"*"
"chr1",179274956,179500786,225831,"*"
"chr1",179678019,179702299,24281,"*"
"chr1",179799696,179948733,149038,"*"
"chr1",180080563,180130545,49983,"*"
"chr1",180239721,180288771,49051,"*"
"chr1",180363963,180417867,53905,"*"
"chr1",180450543,180656175,205633,"*"
"chr1",180759491,180989323,229833,"*"
"chr1",181035375,181273739,238365,"*"
"chr1",181579110,182386817,807708,"*"
"chr1",182441040,182734486,293447,"*"
"chr1",182744408,182819084,74677,"*"
"chr1",182910578,183186289,275712,"*"
"chr1",183193710,183342953,149244,"*"
"chr1",183562243,183631123,68881,"*"
"chr1",183722910,184011921,289012,"*"
"chr1",184231324,184350540,119217,"*"
"chr1",184388011,184500010,112000,"*"
"chr1",184571464,184943757,372294,"*"
"chr1",185391519,185483167,91649,"*"
"chr1",185532624,185867766,335143,"*"
"chr1",186034601,186089942,55342,"*"
"chr1",186230813,186597800,366988,"*"
"chr1",186739050,186803467,64418,"*"
"chr1",186846047,187253338,407292,"*"
"chr1",187370805,187389491,18687,"*"
"chr1",187414544,187977051,562508,"*"
"chr1",188016286,188590010,573725,"*"
"chr1",188777416,188868030,90615,"*"
"chr1",189138963,189150841,11879,"*"
"chr1",189179513,189722058,542546,"*"
"chr1",189760003,189820182,60180,"*"
"chr1",189831905,190024472,192568,"*"
"chr1",190245163,190281736,36574,"*"
"chr1",190463067,190559819,96753,"*"
"chr1",190794100,190838169,44070,"*"
"chr1",190864385,191133737,269353,"*"
"chr1",191598623,191622180,23558,"*"
"chr1",191641854,191742700,100847,"*"
"chr1",191983134,192197761,214628,"*"
"chr1",192243082,192468950,225869,"*"
"chr1",192828211,192830499,2289,"*"
"chr1",192837485,192842346,4862,"*"
"chr1",192906842,192952403,45562,"*"
"chr1",193290089,193695872,405784,"*"
"chr1",193741865,193976008,234144,"*"
"chr1",194325940,194554184,228245,"*"
"chr1",194617611,194862761,245151,"*"
"chr1",195544567,195742695,198129,"*"
"chr1",195797163,195798369,1207,"*"
"chr1",196116356,196304105,187750,"*"
"chr1",196311067,196665223,354157,"*"
"chr1",196698575,196876001,177427,"*"
"chr1",196929596,197031329,101734,"*"
"chr1",197515366,197542392,27027,"*"
"chr1",197620640,197897625,276986,"*"
"chr1",198056659,198201124,144466,"*"
"chr1",198660652,198679060,18409,"*"
"chr1",199027985,199126656,98672,"*"
"chr1",199281350,199769032,487683,"*"
"chr1",199787870,200111006,323137,"*"
"chr1",200382793,200739013,356221,"*"
"chr1",200851822,200957802,105981,"*"
"chr1",201121276,201144705,23430,"*"
"chr1",201265842,201271331,5490,"*"
"chr1",202289834,202511388,221555,"*"
"chr1",202558823,202833701,274879,"*"
"chr1",202910144,203286118,375975,"*"
"chr1",203302200,203660799,358600,"*"
"chr1",203954373,204113076,158704,"*"
"chr1",204194079,204445125,251047,"*"
"chr1",204487141,204851663,364523,"*"
"chr1",204907634,204964745,57112,"*"
"chr1",205093070,205150149,57080,"*"
"chr1",205150257,205201113,50857,"*"
"chr1",205258248,205261554,3307,"*"
"chr1",205389911,205487552,97642,"*"
"chr1",205983114,206367151,384038,"*"
"chr1",206620066,206630670,10605,"*"
"chr1",206677929,206733232,55304,"*"
"chr1",206928079,207121038,192960,"*"
"chr1",207155497,207552706,397210,"*"
"chr1",207758122,207877855,119734,"*"
"chr1",208102425,208659192,556768,"*"
"chr1",208665765,208729458,63694,"*"
"chr1",208970319,209509552,539234,"*"
"chr1",209820979,209823335,2357,"*"
"chr1",210339597,210345126,5530,"*"
"chr1",210633298,210728007,94710,"*"
"chr1",210806281,211202713,396433,"*"
"chr1",211236244,211469918,233675,"*"
"chr1",211686075,211733490,47416,"*"
"chr1",211778195,211821713,43519,"*"
"chr1",211855319,211909744,54426,"*"
"chr1",211920250,212379448,459199,"*"
"chr1",212520075,212537550,17476,"*"
"chr1",212606743,212707592,100850,"*"
"chr1",212822846,212905934,83089,"*"
"chr1",212943583,213557208,613626,"*"
"chr1",213652335,213656403,4069,"*"
"chr1",213785550,213975227,189678,"*"
"chr1",214397736,214435226,37491,"*"
"chr1",214540216,214689450,149235,"*"
"chr1",214874902,215001893,126992,"*"
"chr1",215017727,215120978,103252,"*"
"chr1",215342954,215378544,35591,"*"
"chr1",215389844,215972252,582409,"*"
"chr1",216441941,216605793,163853,"*"
"chr1",216646822,217076706,429885,"*"
"chr1",217282431,217352891,70461,"*"
"chr1",217586484,217611649,25166,"*"
"chr1",217990944,217992704,1761,"*"
