"seqnames","start","end","width","strand"
"chr1",15218462,15236024,17563,"*"
"chr1",15280672,15337049,56378,"*"
"chr1",15583161,15751138,167978,"*"
"chr1",16128729,16182872,54144,"*"
"chr1",16284349,16383244,98896,"*"
"chr1",16624624,16738515,113892,"*"
"chr1",17118697,17154256,35560,"*"
"chr1",17208055,17238197,30143,"*"
"chr1",17369582,17527862,158281,"*"
"chr1",17581772,17681988,100217,"*"
"chr1",17816372,17932934,116563,"*"
"chr1",17972471,18003352,30882,"*"
"chr1",18034928,18079237,44310,"*"
"chr1",18129470,18281860,152391,"*"
"chr1",18442079,18584530,142452,"*"
"chr1",18746550,18887189,140640,"*"
"chr1",19096682,19338155,241474,"*"
"chr1",19351653,19490896,139244,"*"
"chr1",19538781,19912620,373840,"*"
"chr1",19946098,20023733,77636,"*"
"chr1",20068256,20182780,114525,"*"
"chr1",20363205,20511966,148762,"*"
"chr1",20593608,20623865,30258,"*"
"chr1",20671946,20916406,244461,"*"
"chr1",20964275,21137849,173575,"*"
"chr1",21166008,21472947,306940,"*"
"chr1",21544391,21592079,47689,"*"
"chr1",21630522,22304648,674127,"*"
"chr1",23005483,23172045,166563,"*"
"chr1",23311101,23458135,147035,"*"
"chr1",23560711,24001430,440720,"*"
"chr1",24116390,24208963,92574,"*"
"chr1",24367863,24387447,19585,"*"
"chr1",24439299,24469655,30357,"*"
"chr1",24486933,24823748,336816,"*"
"chr1",24919712,24964734,45023,"*"
"chr1",25258031,25331913,73883,"*"
"chr1",25492386,25605378,112993,"*"
"chr1",25696945,25950202,253258,"*"
"chr1",26097022,26200118,103097,"*"
"chr1",26290326,26307687,17362,"*"
"chr1",26629367,26762446,133080,"*"
"chr1",26915408,27092071,176664,"*"
"chr1",27120631,27158201,37571,"*"
"chr1",27919950,28005837,85888,"*"
"chr1",28299072,28392854,93783,"*"
"chr1",28581281,28630112,48832,"*"
"chr1",28694918,28727779,32862,"*"
"chr1",28789222,28862571,73350,"*"
"chr1",28924771,29076031,151261,"*"
"chr1",29138152,29315241,177090,"*"
"chr1",29382761,29484686,101926,"*"
"chr1",29518752,29620680,101929,"*"
"chr1",29636091,29660687,24597,"*"
"chr1",29741336,29764944,23609,"*"
"chr1",29827539,30041872,214334,"*"
"chr1",30159303,30175574,16272,"*"
"chr1",30175904,30210301,34398,"*"
"chr1",30266007,30312244,46238,"*"
"chr1",30924674,31233965,309292,"*"
"chr1",31423403,31477675,54273,"*"
"chr1",31892183,32082366,190184,"*"
"chr1",32127538,32324477,196940,"*"
"chr1",32565176,32667782,102607,"*"
"chr1",33476848,33597216,120369,"*"
"chr1",33607278,33646854,39577,"*"
"chr1",33727734,34126423,398690,"*"
"chr1",34729842,34876567,146726,"*"
"chr1",35086345,35140966,54622,"*"
"chr1",35146535,35151270,4736,"*"
"chr1",35171838,35174074,2237,"*"
"chr1",35321978,35433834,111857,"*"
"chr1",35796356,35866900,70545,"*"
"chr1",35885202,35891418,6217,"*"
"chr1",36128292,36173216,44925,"*"
"chr1",36256385,36335492,79108,"*"
"chr1",36445438,36567973,122536,"*"
"chr1",37039020,37457258,418239,"*"
"chr1",37565267,37734398,169132,"*"
"chr1",37933855,37942285,8431,"*"
"chr1",38066760,38303677,236918,"*"
"chr1",38341583,38359637,18055,"*"
"chr1",38402117,38706490,304374,"*"
"chr1",38720820,39328682,607863,"*"
"chr1",39349624,39455477,105854,"*"
"chr1",39485834,39535782,49949,"*"
"chr1",40136003,40248085,112083,"*"
"chr1",40285319,40476719,191401,"*"
"chr1",40644323,40819212,174890,"*"
"chr1",40846397,41009263,162867,"*"
"chr1",41122185,41286871,164687,"*"
"chr1",41297609,41323032,25424,"*"
"chr1",41377679,41609020,231342,"*"
"chr1",41696903,41724010,27108,"*"
"chr1",41941147,42046671,105525,"*"
"chr1",42340213,42460103,119891,"*"
"chr1",42626156,42678009,51854,"*"
"chr1",42701661,43184868,483208,"*"
"chr1",43331889,43346034,14146,"*"
"chr1",43348052,43668147,320096,"*"
"chr1",43670360,43701996,31637,"*"
"chr1",43895190,43898553,3364,"*"
"chr1",43957550,44263064,305515,"*"
"chr1",44598976,44998076,399101,"*"
"chr1",45504473,45655030,150558,"*"
"chr1",45716455,45877689,161235,"*"
"chr1",46110519,46277931,167413,"*"
"chr1",46517724,46553576,35853,"*"
"chr1",46659920,46696485,36566,"*"
"chr1",47069999,47299529,229531,"*"
"chr1",47305306,47342765,37460,"*"
"chr1",47456804,47477266,20463,"*"
"chr1",47537901,47659396,121496,"*"
"chr1",47807958,48047850,239893,"*"
"chr1",48204551,48217047,12497,"*"
"chr1",48400368,48505501,105134,"*"
"chr1",48554377,48703702,149326,"*"
"chr1",49358470,49400869,42400,"*"
"chr1",49625869,49654660,28792,"*"
"chr1",49671878,49672956,1079,"*"
"chr1",49701671,49705673,4003,"*"
"chr1",49716283,49846252,129970,"*"
"chr1",49850133,50263029,412897,"*"
"chr1",50324008,50342954,18947,"*"
"chr1",50441494,50519940,78447,"*"
"chr1",50904214,51317412,413199,"*"
"chr1",51432040,51665476,233437,"*"
"chr1",51699225,51845359,146135,"*"
"chr1",51923790,51970684,46895,"*"
"chr1",52280760,52317797,37038,"*"
"chr1",52421374,52483947,62574,"*"
"chr1",52647421,52996265,348845,"*"
"chr1",53028441,53216097,187657,"*"
"chr1",53239331,53251467,12137,"*"
"chr1",53474888,53680505,205618,"*"
"chr1",53920954,54031273,110320,"*"
"chr1",54077946,54129882,51937,"*"
"chr1",54132393,54200904,68512,"*"
"chr1",54206346,54388861,182516,"*"
"chr1",54400604,54468403,67800,"*"
"chr1",54581244,54594394,13151,"*"
"chr1",54636491,54871130,234640,"*"
"chr1",55144296,55154937,10642,"*"
"chr1",55248071,55251289,3219,"*"
"chr1",55465738,55619454,153717,"*"
"chr1",55698568,55746397,47830,"*"
"chr1",55761286,55882623,121338,"*"
"chr1",55912502,56092773,180272,"*"
"chr1",56584602,56877156,292555,"*"
"chr1",57083981,57294593,210613,"*"
"chr1",57684017,57776902,92886,"*"
"chr1",58290674,58330412,39739,"*"
"chr1",58492011,58930789,438779,"*"
"chr1",58938365,58974568,36204,"*"
"chr1",59214233,59723953,509721,"*"
"chr1",59780986,59801925,20940,"*"
"chr1",59912964,60143555,230592,"*"
"chr1",60323075,60438630,115556,"*"
"chr1",60806856,60876783,69928,"*"
"chr1",60910443,60950733,40291,"*"
"chr1",61015554,61246855,231302,"*"
"chr1",61322441,61413589,91149,"*"
"chr1",61444997,61528834,83838,"*"
"chr1",61782690,62289058,506369,"*"
"chr1",62377591,62379330,1740,"*"
"chr1",63027100,63158907,131808,"*"
"chr1",63420322,63686664,266343,"*"
"chr1",63856763,63931855,75093,"*"
"chr1",64001023,64029222,28200,"*"
"chr1",64096992,64125536,28545,"*"
"chr1",64272513,64352930,80418,"*"
"chr1",64582679,64786028,203350,"*"
"chr1",64859422,65314629,455208,"*"
"chr1",65375167,65564237,189071,"*"
"chr1",65609367,65634073,24707,"*"
"chr1",66123991,66224926,100936,"*"
"chr1",66234249,66553958,319710,"*"
"chr1",66566121,66609476,43356,"*"
"chr1",66669890,66883340,213451,"*"
"chr1",66972465,67141563,169099,"*"
"chr1",67420606,67666664,246059,"*"
"chr1",67718000,67745645,27646,"*"
"chr1",68001292,68270079,268788,"*"
"chr1",68442641,68452836,10196,"*"
"chr1",68534078,68612279,78202,"*"
"chr1",68844705,68917660,72956,"*"
"chr1",69059198,69083574,24377,"*"
"chr1",69083719,69462032,378314,"*"
"chr1",69499071,69580795,81725,"*"
"chr1",69603351,69715971,112621,"*"
"chr1",69739537,69805636,66100,"*"
"chr1",69916501,69969661,53161,"*"
"chr1",70000743,70181571,180829,"*"
"chr1",70429902,70551663,121762,"*"
"chr1",70651852,70734415,82564,"*"
"chr1",70745474,70959746,214273,"*"
"chr1",71113751,71216952,103202,"*"
"chr1",71288234,71695537,407304,"*"
"chr1",71824536,71905829,81294,"*"
"chr1",72164471,72171994,7524,"*"
"chr1",72285584,72661096,375513,"*"
"chr1",72686700,72700379,13680,"*"
"chr1",72888280,73129661,241382,"*"
"chr1",73130439,73305672,175234,"*"
"chr1",73581800,73788489,206690,"*"
"chr1",74199562,74645621,446060,"*"
"chr1",74664171,74968723,304553,"*"
"chr1",75006235,75025463,19229,"*"
"chr1",75185960,75190261,4302,"*"
"chr1",75402587,75590726,188140,"*"
"chr1",75739735,76136789,397055,"*"
"chr1",76190073,76715957,525885,"*"
"chr1",76887176,77090669,203494,"*"
"chr1",77659898,77829146,169249,"*"
"chr1",78172096,78213655,41560,"*"
"chr1",78216631,78314794,98164,"*"
"chr1",78739985,78808506,68522,"*"
"chr1",79409646,79444600,34955,"*"
"chr1",79665677,80083826,418150,"*"
"chr1",80148615,80199145,50531,"*"
"chr1",80314625,80697120,382496,"*"
"chr1",80735117,80806541,71425,"*"
"chr1",80967628,81013604,45977,"*"
"chr1",81028757,81074380,45624,"*"
"chr1",81082445,81113840,31396,"*"
"chr1",81127427,81127623,197,"*"
"chr1",81332437,81536997,204561,"*"
"chr1",81707002,81818972,111971,"*"
"chr1",81831226,81926424,95199,"*"
"chr1",82655135,83051876,396742,"*"
"chr1",83250361,83526109,275749,"*"
"chr1",83527036,83562859,35824,"*"
"chr1",83652333,83936437,284105,"*"
"chr1",84423857,84450305,26449,"*"
"chr1",84698860,85119623,420764,"*"
"chr1",85320150,85392456,72307,"*"
"chr1",85417377,85458221,40845,"*"
"chr1",85506138,85868403,362266,"*"
"chr1",85923151,86114468,191318,"*"
"chr1",86377392,86596589,219198,"*"
"chr1",86724176,86812561,88386,"*"
"chr1",86983807,87283648,299842,"*"
"chr1",87289496,87466942,177447,"*"
"chr1",87600990,87974226,373237,"*"
"chr1",88268774,88657553,388780,"*"
"chr1",88777070,88988762,211693,"*"
"chr1",89434601,89561776,127176,"*"
"chr1",89781706,90753408,971703,"*"
"chr1",90760501,91117476,356976,"*"
"chr1",91319376,91563712,244337,"*"
"chr1",91655937,91714206,58270,"*"
"chr1",92135150,92201317,66168,"*"
"chr1",92202336,92503060,300725,"*"
"chr1",92533204,92981547,448344,"*"
"chr1",93055152,93080097,24946,"*"
"chr1",93222312,93238685,16374,"*"
"chr1",93409770,93510194,100425,"*"
"chr1",93573070,93619635,46566,"*"
"chr1",93750625,93846995,96371,"*"
"chr1",94114427,94279700,165274,"*"
"chr1",94430399,94651872,221474,"*"
"chr1",94680919,95277924,597006,"*"
"chr1",95473886,95791320,317435,"*"
"chr1",95882918,95884693,1776,"*"
"chr1",95949667,96678147,728481,"*"
"chr1",96746582,96963919,217338,"*"
"chr1",96970027,97015787,45761,"*"
"chr1",97062156,97161051,98896,"*"
"chr1",97647422,97699100,51679,"*"
"chr1",97706571,97718605,12035,"*"
"chr1",97769282,97931830,162549,"*"
"chr1",98137312,98448472,311161,"*"
"chr1",98497329,98529439,32111,"*"
"chr1",98620078,98880860,260783,"*"
"chr1",98957128,99169205,212078,"*"
"chr1",99176204,99328425,152222,"*"
"chr1",99391566,100262895,871330,"*"
"chr1",100298306,100377533,79228,"*"
"chr1",100443518,100462604,19087,"*"
"chr1",100849658,100863142,13485,"*"
"chr1",100959234,101023514,64281,"*"
"chr1",101155563,101987692,832130,"*"
"chr1",102169917,102536984,367068,"*"
"chr1",102687663,102744819,57157,"*"
"chr1",103011861,103245161,233301,"*"
"chr1",103410821,103622656,211836,"*"
"chr1",103669733,103747334,77602,"*"
"chr1",104327782,104491004,163223,"*"
"chr1",105248992,105363906,114915,"*"
"chr1",105472862,105505150,32289,"*"
"chr1",105761060,105777615,16556,"*"
"chr1",105897196,105908038,10843,"*"
"chr1",105975260,106124497,149238,"*"
"chr1",106428483,106694277,265795,"*"
"chr1",107619330,107652398,33069,"*"
"chr1",107790140,107958459,168320,"*"
"chr1",108362931,108523099,160169,"*"
"chr1",108541535,108579338,37804,"*"
"chr1",108730835,108836612,105778,"*"
"chr1",108909947,109310589,400643,"*"
"chr1",109445528,109521592,76065,"*"
"chr1",109791594,110024335,232742,"*"
"chr1",110156691,110292820,136130,"*"
"chr1",110401185,110519945,118761,"*"
"chr1",110622976,110634785,11810,"*"
"chr1",110663282,110788214,124933,"*"
"chr1",110805471,110859748,54278,"*"
"chr1",110871554,110966097,94544,"*"
"chr1",111082344,111100492,18149,"*"
"chr1",111655006,111711985,56980,"*"
"chr1",111777163,111825671,48509,"*"
"chr1",112301544,112534646,233103,"*"
"chr1",112824639,112863422,38784,"*"
"chr1",113007574,113190806,183233,"*"
"chr1",113398499,113461019,62521,"*"
"chr1",113633401,113808481,175081,"*"
"chr1",114052658,114194082,141425,"*"
"chr1",114285005,114325358,40354,"*"
"chr1",114415462,114455023,39562,"*"
"chr1",114703051,114752040,48990,"*"
"chr1",114811205,114856088,44884,"*"
"chr1",114885508,114965016,79509,"*"
"chr1",115096682,115098239,1558,"*"
"chr1",115179603,115236738,57136,"*"
"chr1",115256115,115321546,65432,"*"
"chr1",115425199,115475730,50532,"*"
"chr1",115521383,115522483,1101,"*"
"chr1",115562061,115639906,77846,"*"
"chr1",115684505,115732196,47692,"*"
"chr1",116084846,116118086,33241,"*"
"chr1",116140752,116291783,151032,"*"
"chr1",116324000,116359804,35805,"*"
"chr1",116592398,116628846,36449,"*"
"chr1",116648830,116876595,227766,"*"
"chr1",116968676,117047641,78966,"*"
"chr1",117059955,117140321,80367,"*"
"chr1",117182773,117265418,82646,"*"
"chr1",117296276,117824272,527997,"*"
"chr1",117881464,117915249,33786,"*"
"chr1",117994246,117996590,2345,"*"
"chr1",118325729,119097781,772053,"*"
"chr1",119098932,119139639,40708,"*"
"chr1",119400553,119427081,26529,"*"
"chr1",119556147,119985255,429109,"*"
"chr1",120030773,120161684,130912,"*"
"chr1",120365235,120428148,62914,"*"
"chr1",120538110,120983484,445375,"*"
"chr1",121267408,121516809,249402,"*"
"chr1",121869688,121977374,107687,"*"
"chr1",122201925,122435097,233173,"*"
"chr1",122444895,122544852,99958,"*"
"chr1",122573847,122798355,224509,"*"
"chr1",122953411,123021531,68121,"*"
"chr1",123060852,123240018,179167,"*"
"chr1",123281344,123518005,236662,"*"
"chr1",123658507,123821458,162952,"*"
"chr1",123902324,123976614,74291,"*"
"chr1",124143460,124415777,272318,"*"
"chr1",124469605,124709270,239666,"*"
"chr1",125655920,125884725,228806,"*"
"chr1",126016530,126306611,290082,"*"
"chr1",126358627,126446586,87960,"*"
"chr1",126446776,126491264,44489,"*"
"chr1",126580869,126997901,417033,"*"
"chr1",127082610,127296107,213498,"*"
"chr1",127356352,127730409,374058,"*"
"chr1",127763365,127826988,63624,"*"
"chr1",127827854,128100243,272390,"*"
"chr1",128610436,128955380,344945,"*"
"chr1",129028048,129056329,28282,"*"
"chr1",129256678,129558617,301940,"*"
"chr1",130029003,130203181,174179,"*"
"chr1",130475068,130525133,50066,"*"
"chr1",130944059,131067726,123668,"*"
"chr1",131143992,131181464,37473,"*"
"chr1",131380178,131479941,99764,"*"
"chr1",131536545,131582793,46249,"*"
"chr1",131644251,131863227,218977,"*"
"chr1",131885834,131936939,51106,"*"
"chr1",132035049,132212425,177377,"*"
"chr1",132215122,132435847,220726,"*"
"chr1",132522683,132547398,24716,"*"
"chr1",132877010,132972454,95445,"*"
"chr1",133065684,133208954,143271,"*"
"chr1",133371624,134179964,808341,"*"
"chr1",134262645,134280074,17430,"*"
"chr1",134287626,134477511,189886,"*"
"chr1",134551634,134765992,214359,"*"
"chr1",134976635,135252316,275682,"*"
"chr1",135268961,135403909,134949,"*"
"chr1",135651878,136413193,761316,"*"
"chr1",136417710,136744101,326392,"*"
"chr1",136814308,136893017,78710,"*"
"chr1",137033793,137231332,197540,"*"
"chr1",137400739,137582158,181420,"*"
"chr1",137802281,137843758,41478,"*"
"chr1",137872980,137928779,55800,"*"
"chr1",138027124,138163555,136432,"*"
"chr1",138242159,138347136,104978,"*"
"chr1",138413300,138439354,26055,"*"
"chr1",138503535,138706158,202624,"*"
"chr1",138771935,138859658,87724,"*"
"chr1",138883422,138976700,93279,"*"
"chr1",139025858,139153590,127733,"*"
"chr1",139190771,139275866,85096,"*"
"chr1",139401031,139585337,184307,"*"
"chr1",139659945,139872635,212691,"*"
"chr1",139971564,140012410,40847,"*"
"chr1",140043635,140077467,33833,"*"
"chr1",140108284,140265020,156737,"*"
"chr1",140371895,140407169,35275,"*"
"chr1",140420506,140453695,33190,"*"
"chr1",140477333,140587842,110510,"*"
"chr1",140599227,140709621,110395,"*"
"chr1",140717586,140769954,52369,"*"
"chr1",140828522,141009959,181438,"*"
"chr1",141103122,141179565,76444,"*"
"chr1",141218067,141224204,6138,"*"
"chr1",141284217,141327794,43578,"*"
"chr1",141545503,141562758,17256,"*"
"chr1",141686819,141702366,15548,"*"
"chr1",141996897,142195913,199017,"*"
"chr1",142899581,143022785,123205,"*"
"chr1",143119610,143125433,5824,"*"
"chr1",143369302,143446244,76943,"*"
"chr1",143620944,143637767,16824,"*"
"chr1",144125912,144276816,150905,"*"
"chr1",144291753,144324209,32457,"*"
"chr1",144519802,144736364,216563,"*"
"chr1",144918021,145275564,357544,"*"
"chr1",145302826,145423097,120272,"*"
"chr1",145458958,145744106,285149,"*"
"chr1",145961948,146171022,209075,"*"
"chr1",146253928,146413406,159479,"*"
"chr1",146463819,146974112,510294,"*"
"chr1",147207431,147219878,12448,"*"
"chr1",147395410,147827400,431991,"*"
"chr1",148100022,148305661,205640,"*"
"chr1",148519430,148605382,85953,"*"
"chr1",148605887,148753341,147455,"*"
"chr1",148864769,148889902,25134,"*"
"chr1",148907717,149445571,537855,"*"
"chr1",149495887,149714755,218869,"*"
"chr1",149943685,150013131,69447,"*"
"chr1",150192050,150303478,111429,"*"
"chr1",150431810,150577341,145532,"*"
"chr1",150681194,150932719,251526,"*"
"chr1",150999171,151148469,149299,"*"
"chr1",151292484,151751798,459315,"*"
"chr1",151806498,151807017,520,"*"
"chr1",151965150,152284420,319271,"*"
"chr1",152548731,152725359,176629,"*"
"chr1",152864033,152965753,101721,"*"
"chr1",153026608,153329945,303338,"*"
"chr1",153543527,153573561,30035,"*"
"chr1",153834096,153967336,133241,"*"
"chr1",153981517,154119332,137816,"*"
"chr1",154239714,154897262,657549,"*"
"chr1",155116771,155204092,87322,"*"
"chr1",155262589,155281691,19103,"*"
"chr1",155352084,155614304,262221,"*"
"chr1",156101302,156319494,218193,"*"
"chr1",156355704,156359077,3374,"*"
"chr1",156689276,156711439,22164,"*"
"chr1",157085675,157123413,37739,"*"
"chr1",157307352,157331525,24174,"*"
"chr1",157628684,157820709,192026,"*"
"chr1",158183723,158744731,561009,"*"
"chr1",158761123,158878533,117411,"*"
"chr1",159250259,159290762,40504,"*"
"chr1",159306156,159518218,212063,"*"
"chr1",159543138,159586354,43217,"*"
"chr1",159606421,159621927,15507,"*"
"chr1",159813464,160709141,895678,"*"
"chr1",160821144,160833274,12131,"*"
"chr1",160930970,160950502,19533,"*"
"chr1",160994613,161015011,20399,"*"
"chr1",161022057,161176979,154923,"*"
"chr1",161597030,161670087,73058,"*"
"chr1",161676805,161944456,267652,"*"
"chr1",162298164,162719988,421825,"*"
"chr1",162744401,162827519,83119,"*"
"chr1",163079078,163504298,425221,"*"
"chr1",163587734,163645016,57283,"*"
"chr1",163968073,164016803,48731,"*"
"chr1",164097214,164162603,65390,"*"
"chr1",164246396,164249220,2825,"*"
"chr1",164260311,164279502,19192,"*"
"chr1",164546010,165029930,483921,"*"
"chr1",165057322,165348560,291239,"*"
"chr1",165534484,165557812,23329,"*"
"chr1",165859185,166106030,246846,"*"
"chr1",166172622,166283169,110548,"*"
"chr1",166343074,166369469,26396,"*"
"chr1",166686425,166690148,3724,"*"
"chr1",166957069,166980038,22970,"*"
"chr1",167720909,167771697,50789,"*"
"chr1",168070274,168125479,55206,"*"
"chr1",168180316,168281948,101633,"*"
"chr1",168453832,168516585,62754,"*"
"chr1",168701522,168755083,53562,"*"
"chr1",168998274,169076722,78449,"*"
"chr1",169115338,169172049,56712,"*"
"chr1",169581434,169611075,29642,"*"
"chr1",169685134,169886580,201447,"*"
"chr1",170192522,170393041,200520,"*"
"chr1",170555892,170768328,212437,"*"
"chr1",171062369,171173427,111059,"*"
"chr1",171177261,171185775,8515,"*"
"chr1",171614799,171674744,59946,"*"
"chr1",171790233,171965033,174801,"*"
"chr1",172355557,172660428,304872,"*"
"chr1",172669854,172697106,27253,"*"
"chr1",172762164,172910510,148347,"*"
"chr1",172922837,173054274,131438,"*"
"chr1",173147074,173352558,205485,"*"
"chr1",173431131,173467390,36260,"*"
"chr1",173537093,173835470,298378,"*"
"chr1",173877753,174193990,316238,"*"
"chr1",174540492,174711186,170695,"*"
"chr1",174746559,175023466,276908,"*"
"chr1",175099601,175128105,28505,"*"
"chr1",175181171,175255456,74286,"*"
"chr1",175342806,175615004,272199,"*"
"chr1",175652373,175841285,188913,"*"
"chr1",176265577,176513856,248280,"*"
"chr1",176808065,176848331,40267,"*"
"chr1",176900231,177051768,151538,"*"
"chr1",177180506,177280999,100494,"*"
"chr1",178101847,178136111,34265,"*"
"chr1",178314322,178617786,303465,"*"
"chr1",178778226,178928527,150302,"*"
"chr1",178992840,179123119,130280,"*"
"chr1",179282672,180129544,846873,"*"
"chr1",180220650,180286432,65783,"*"
"chr1",180296899,180368129,71231,"*"
"chr1",180397063,180474396,77334,"*"
"chr1",180565480,180784104,218625,"*"
"chr1",181381306,181518853,137548,"*"
"chr1",182160731,182882702,721972,"*"
"chr1",182991730,183010893,19164,"*"
"chr1",183335538,183412359,76822,"*"
"chr1",183449265,183859814,410550,"*"
"chr1",183874830,183889640,14811,"*"
"chr1",183960603,184010251,49649,"*"
"chr1",184144270,184147705,3436,"*"
"chr1",184496787,184498462,1676,"*"
"chr1",184586860,184686651,99792,"*"
"chr1",184843446,184907836,64391,"*"
"chr1",185110888,185121284,10397,"*"
"chr1",185349246,185479244,129999,"*"
"chr1",185586510,185655924,69415,"*"
"chr1",185696468,185722281,25814,"*"
"chr1",185729519,185821427,91909,"*"
"chr1",185970503,185971202,700,"*"
"chr1",186072848,186203133,130286,"*"
"chr1",186318571,186562893,244323,"*"
"chr1",186865709,186998827,133119,"*"
"chr1",187048676,187224383,175708,"*"
"chr1",187448389,187690629,242241,"*"
"chr1",188076309,188194923,118615,"*"
"chr1",189020846,189381532,360687,"*"
"chr1",189391908,189858488,466581,"*"
"chr1",189927491,190007680,80190,"*"
"chr1",190602745,190695353,92609,"*"
"chr1",190837266,190910024,72759,"*"
"chr1",191255407,191366687,111281,"*"
"chr1",191872503,192033791,161289,"*"
"chr1",192123598,192222793,99196,"*"
"chr1",192340555,192487201,146647,"*"
"chr1",192560105,192580884,20780,"*"
"chr1",192919687,193059098,139412,"*"
"chr1",193145017,193172695,27679,"*"
"chr1",193182638,193187909,5272,"*"
"chr1",193276092,193525118,249027,"*"
"chr1",194221903,194383779,161877,"*"
"chr1",194607560,194771398,163839,"*"
"chr1",194790998,194878204,87207,"*"
"chr1",194944490,194976673,32184,"*"
"chr1",195012329,195075384,63056,"*"
"chr1",195596769,195718847,122079,"*"
"chr1",195770716,195780908,10193,"*"
"chr1",195920904,195941402,20499,"*"
"chr1",196087390,196130485,43096,"*"
"chr1",196171344,196362456,191113,"*"
"chr1",196395168,196436071,40904,"*"
"chr1",196708296,196931084,222789,"*"
"chr1",197035743,197067859,32117,"*"
"chr1",197091615,197819846,728232,"*"
"chr1",198056655,198233552,176898,"*"
"chr1",198428117,198698244,270128,"*"
"chr1",198915273,198934473,19201,"*"
"chr1",198974825,199088192,113368,"*"
"chr1",199098078,199287974,189897,"*"
"chr1",199752518,199831983,79466,"*"
"chr1",200230366,200371510,141145,"*"
"chr1",200386301,200711111,324811,"*"
"chr1",200900482,201136006,235525,"*"
"chr1",201243051,201334002,90952,"*"
"chr1",201701504,201710638,9135,"*"
"chr1",202433576,202476512,42937,"*"
"chr1",203065111,203218466,153356,"*"
"chr1",203657794,203749792,91999,"*"
"chr1",204049516,204055866,6351,"*"
"chr1",204515763,204719029,203267,"*"
"chr1",204982686,205111096,128411,"*"
"chr1",205216970,205236929,19960,"*"
"chr1",205243014,205328230,85217,"*"
"chr1",205626887,205735996,109110,"*"
"chr1",205838112,206116417,278306,"*"
"chr1",206144479,206371122,226644,"*"
"chr1",206450077,207494454,1044378,"*"
"chr1",207754198,207791636,37439,"*"
"chr1",207946329,207999520,53192,"*"
"chr1",208540881,208607657,66777,"*"
"chr1",208761511,208779990,18480,"*"
"chr1",208811827,209083507,271681,"*"
"chr1",209097189,209125576,28388,"*"
"chr1",209322159,209364319,42161,"*"
"chr1",209547487,209850026,302540,"*"
"chr1",209910584,209958316,47733,"*"
"chr1",209993015,210292075,299061,"*"
"chr1",210448827,210730718,281892,"*"
"chr1",210883943,210946562,62620,"*"
"chr1",210978281,211157142,178862,"*"
"chr1",211437549,211448251,10703,"*"
"chr1",211521731,211550940,29210,"*"
"chr1",211568188,211652461,84274,"*"
"chr1",211928463,211983189,54727,"*"
"chr1",212463202,212512392,49191,"*"
"chr1",212593673,212977412,383740,"*"
"chr1",213210774,213603755,392982,"*"
"chr1",213615505,213730497,114993,"*"
"chr1",213844365,214163566,319202,"*"
"chr1",214255804,214449699,193896,"*"
"chr1",214548470,214563294,14825,"*"
"chr1",214592783,214717858,125076,"*"
"chr1",214783431,214904002,120572,"*"
"chr1",214973712,215025102,51391,"*"
"chr1",215029874,215192755,162882,"*"
"chr1",215807005,216088259,281255,"*"
"chr1",216442939,216572215,129277,"*"
"chr1",216630174,216681377,51204,"*"
"chr1",216704062,216709963,5902,"*"
"chr1",216809610,216833521,23912,"*"
"chr1",216931001,217178759,247759,"*"
"chr1",217494574,217739572,244999,"*"
