"seqnames","start","end","width","strand"
"chr1",52611314,52659658,48345,"*"
"chr1",52667448,53063956,396509,"*"
"chr1",53308539,53429317,120779,"*"
"chr1",53725658,53835605,109948,"*"
"chr1",54022659,54192960,170302,"*"
"chr1",54250579,54303547,52969,"*"
"chr1",54322071,54399178,77108,"*"
"chr1",54564534,54715484,150951,"*"
"chr1",54781763,54849285,67523,"*"
"chr1",54982649,55191356,208708,"*"
"chr1",55218535,55339652,121118,"*"
"chr1",55367593,55375905,8313,"*"
"chr1",55459608,55540598,80991,"*"
"chr1",55977557,56013174,35618,"*"
"chr1",56231495,56316509,85015,"*"
"chr1",56730532,56787591,57060,"*"
"chr1",56797465,57319775,522311,"*"
"chr1",57478876,57485738,6863,"*"
"chr1",57565852,57679112,113261,"*"
"chr1",57814951,58062615,247665,"*"
"chr1",58065652,58208302,142651,"*"
"chr1",58658229,58887845,229617,"*"
"chr1",59030006,59129322,99317,"*"
"chr1",59129963,59194497,64535,"*"
"chr1",59809101,59896184,87084,"*"
"chr1",59922564,60276469,353906,"*"
"chr1",60593725,60844773,251049,"*"
"chr1",60891125,60916415,25291,"*"
"chr1",61916986,62174728,257743,"*"
"chr1",62200898,62230926,30029,"*"
"chr1",62435676,62617333,181658,"*"
"chr1",62649573,62708304,58732,"*"
"chr1",62762030,62784231,22202,"*"
"chr1",62904865,63058268,153404,"*"
"chr1",63213608,63501565,287958,"*"
"chr1",63815249,63873634,58386,"*"
"chr1",63946478,64159976,213499,"*"
"chr1",64257543,64589961,332419,"*"
"chr1",64693769,64694719,951,"*"
"chr1",64828535,64879996,51462,"*"
"chr1",65047798,65052930,5133,"*"
"chr1",65056742,65328471,271730,"*"
"chr1",65386130,65542668,156539,"*"
"chr1",65621830,65705056,83227,"*"
"chr1",65803105,65819018,15914,"*"
"chr1",65966441,65987420,20980,"*"
"chr1",66253915,66490712,236798,"*"
"chr1",66496391,66601020,104630,"*"
"chr1",66649737,66771230,121494,"*"
"chr1",66851017,66937055,86039,"*"
"chr1",67014732,67185526,170795,"*"
"chr1",67309760,67314279,4520,"*"
"chr1",67466757,67576720,109964,"*"
"chr1",67602696,67900752,298057,"*"
"chr1",68181696,68355278,173583,"*"
"chr1",68558970,68606875,47906,"*"
"chr1",68672086,68702814,30729,"*"
"chr1",68788716,69155963,367248,"*"
"chr1",69245166,69247059,1894,"*"
"chr1",69492407,69636338,143932,"*"
"chr1",69676623,69927772,251150,"*"
"chr1",69950897,70071784,120888,"*"
"chr1",70101056,70268040,166985,"*"
"chr1",70620055,70677340,57286,"*"
"chr1",70697094,70766669,69576,"*"
"chr1",70842947,71199868,356922,"*"
"chr1",71330823,71439430,108608,"*"
"chr1",71803329,71949162,145834,"*"
"chr1",71961175,72583703,622529,"*"
"chr1",72597823,72651871,54049,"*"
"chr1",72659109,73247800,588692,"*"
"chr1",73269027,73380192,111166,"*"
"chr1",73401324,73491514,90191,"*"
"chr1",73743492,73884367,140876,"*"
"chr1",74171693,74394629,222937,"*"
"chr1",74587021,74623769,36749,"*"
"chr1",74923038,75093094,170057,"*"
"chr1",75437187,75719962,282776,"*"
"chr1",75964552,76075807,111256,"*"
"chr1",76230228,76278901,48674,"*"
"chr1",76424539,76442144,17606,"*"
"chr1",76546935,76680079,133145,"*"
"chr1",76839048,77230535,391488,"*"
"chr1",77676562,77903123,226562,"*"
"chr1",77942612,78348858,406247,"*"
"chr1",78384422,78770507,386086,"*"
"chr1",78833827,79454154,620328,"*"
"chr1",79990154,80024325,34172,"*"
"chr1",80288093,80307883,19791,"*"
"chr1",80405238,80666033,260796,"*"
"chr1",80776737,80784852,8116,"*"
"chr1",80818525,80821002,2478,"*"
"chr1",80885829,80911557,25729,"*"
"chr1",81305099,81328725,23627,"*"
"chr1",81360027,81451704,91678,"*"
"chr1",81473854,81569809,95956,"*"
"chr1",81597727,81815619,217893,"*"
"chr1",81922882,81932781,9900,"*"
"chr1",82429457,82522072,92616,"*"
"chr1",82785147,82864070,78924,"*"
"chr1",83036208,83063822,27615,"*"
"chr1",83089407,83264882,175476,"*"
"chr1",83424758,83564934,140177,"*"
"chr1",83716528,84026165,309638,"*"
"chr1",84231904,84399275,167372,"*"
"chr1",84480642,84521275,40634,"*"
"chr1",84552714,84800872,248159,"*"
"chr1",85247914,85414487,166574,"*"
"chr1",85604319,86016185,411867,"*"
"chr1",86073309,86130333,57025,"*"
"chr1",86204803,86214005,9203,"*"
"chr1",86583456,87019508,436053,"*"
"chr1",87342134,87537202,195069,"*"
"chr1",87585878,87615152,29275,"*"
"chr1",87691183,87734986,43804,"*"
"chr1",87847719,87937731,90013,"*"
"chr1",88074464,88114887,40424,"*"
"chr1",88136855,88218079,81225,"*"
"chr1",88392283,88456132,63850,"*"
"chr1",88578220,88959372,381153,"*"
"chr1",89105039,89277401,172363,"*"
"chr1",89284966,89307191,22226,"*"
"chr1",89905192,89960925,55734,"*"
"chr1",90337284,90435990,98707,"*"
"chr1",90810604,91411102,600499,"*"
"chr1",91621264,91715262,93999,"*"
"chr1",91739044,91944565,205522,"*"
"chr1",91948971,92127086,178116,"*"
"chr1",92129318,92682649,553332,"*"
"chr1",92860699,93339092,478394,"*"
"chr1",93343457,93403207,59751,"*"
"chr1",93468171,93562848,94678,"*"
"chr1",93735417,93760800,25384,"*"
"chr1",94004479,94139066,134588,"*"
"chr1",94502457,94680121,177665,"*"
"chr1",94710892,94837724,126833,"*"
"chr1",94870907,94871997,1091,"*"
"chr1",94986700,95026573,39874,"*"
"chr1",95383299,95490377,107079,"*"
"chr1",95728540,95890355,161816,"*"
"chr1",96005291,96124590,119300,"*"
"chr1",96229397,96248361,18965,"*"
"chr1",96256710,96355666,98957,"*"
"chr1",96368632,96466835,98204,"*"
"chr1",96566913,96570258,3346,"*"
"chr1",97020531,97185376,164846,"*"
"chr1",97351417,97386537,35121,"*"
"chr1",97538444,97744182,205739,"*"
"chr1",97867288,98324960,457673,"*"
"chr1",98723726,99050767,327042,"*"
"chr1",99094608,99102053,7446,"*"
"chr1",99409095,99443666,34572,"*"
"chr1",99685337,99695838,10502,"*"
"chr1",100270682,100377895,107214,"*"
"chr1",100738125,101182100,443976,"*"
"chr1",101488648,101634737,146090,"*"
"chr1",101659052,101708457,49406,"*"
"chr1",101731232,101764423,33192,"*"
"chr1",101838744,101894897,56154,"*"
"chr1",102029753,102116823,87071,"*"
"chr1",102123635,102145247,21613,"*"
"chr1",102320117,102324459,4343,"*"
"chr1",102324621,102574242,249622,"*"
"chr1",102792859,102823976,31118,"*"
"chr1",103012165,103070126,57962,"*"
"chr1",103421559,103549753,128195,"*"
"chr1",103621664,103639564,17901,"*"
"chr1",103655731,103764557,108827,"*"
"chr1",103784789,103842738,57950,"*"
"chr1",103882820,104107839,225020,"*"
"chr1",104607178,104801450,194273,"*"
"chr1",104855794,104988210,132417,"*"
"chr1",105058884,105148357,89474,"*"
"chr1",105202842,105209050,6209,"*"
"chr1",105424520,105448037,23518,"*"
"chr1",105592185,105666376,74192,"*"
"chr1",105683428,105740881,57454,"*"
"chr1",106182986,106223473,40488,"*"
"chr1",106733802,106889534,155733,"*"
"chr1",106922994,107068545,145552,"*"
"chr1",107096071,107179113,83043,"*"
"chr1",107306990,107855616,548627,"*"
"chr1",107906710,107979871,73162,"*"
"chr1",108206447,108504926,298480,"*"
"chr1",108579113,108602275,23163,"*"
"chr1",109115658,109142136,26479,"*"
"chr1",109265398,109354245,88848,"*"
"chr1",109426825,109583981,157157,"*"
"chr1",109635326,109647304,11979,"*"
"chr1",110008521,110175307,166787,"*"
"chr1",110693929,110838142,144214,"*"
"chr1",110945464,111075706,130243,"*"
"chr1",111209026,111436556,227531,"*"
"chr1",111533345,111599495,66151,"*"
"chr1",111720873,111753631,32759,"*"
"chr1",111882537,111958736,76200,"*"
"chr1",112008659,112079351,70693,"*"
"chr1",112236486,112446977,210492,"*"
"chr1",112472849,112498853,26005,"*"
"chr1",112884851,112959560,74710,"*"
"chr1",113141160,113414574,273415,"*"
"chr1",113758297,113782797,24501,"*"
"chr1",113846865,113912940,66076,"*"
"chr1",114165501,114167696,2196,"*"
"chr1",114258645,114436703,178059,"*"
"chr1",114722565,114765589,43025,"*"
"chr1",115005225,115191369,186145,"*"
"chr1",115348158,115452797,104640,"*"
"chr1",115637070,115783908,146839,"*"
"chr1",116084735,116237411,152677,"*"
"chr1",116243429,116386636,143208,"*"
"chr1",116412632,116577868,165237,"*"
"chr1",116701079,116769249,68171,"*"
"chr1",116856097,117094451,238355,"*"
"chr1",117104081,117107689,3609,"*"
"chr1",117133309,117400337,267029,"*"
"chr1",117478056,117673930,195875,"*"
"chr1",117754827,117842825,87999,"*"
"chr1",118110482,118288969,178488,"*"
"chr1",118298986,118415002,116017,"*"
"chr1",118472559,118481240,8682,"*"
"chr1",118500247,118533060,32814,"*"
"chr1",118849402,118870110,20709,"*"
"chr1",119226330,119435242,208913,"*"
"chr1",119513137,119786925,273789,"*"
"chr1",119806141,120060909,254769,"*"
"chr1",120287977,120452508,164532,"*"
"chr1",120516366,120621393,105028,"*"
"chr1",120710262,120930871,220610,"*"
"chr1",121186249,121243273,57025,"*"
"chr1",121381084,121441419,60336,"*"
"chr1",121614949,121771371,156423,"*"
"chr1",121827110,122019218,192109,"*"
"chr1",122112460,122688479,576020,"*"
"chr1",123238613,123242507,3895,"*"
"chr1",123272988,123484811,211824,"*"
"chr1",123514020,123555103,41084,"*"
"chr1",123559495,123559738,244,"*"
"chr1",123611852,124071336,459485,"*"
"chr1",124179164,124493896,314733,"*"
"chr1",124828346,124862799,34454,"*"
"chr1",124939565,125044535,104971,"*"
"chr1",125275210,125376335,101126,"*"
"chr1",125731571,125825205,93635,"*"
"chr1",126022434,126306447,284014,"*"
"chr1",126546075,126702722,156648,"*"
"chr1",126926471,127233810,307340,"*"
"chr1",127236543,127267985,31443,"*"
"chr1",127494104,127637059,142956,"*"
"chr1",127726057,127775859,49803,"*"
"chr1",127961816,128073992,112177,"*"
"chr1",128221179,128301650,80472,"*"
"chr1",128432650,128458736,26087,"*"
"chr1",128653599,129281132,627534,"*"
"chr1",129458992,129841966,382975,"*"
"chr1",130005685,130013322,7638,"*"
"chr1",130192265,130518895,326631,"*"
"chr1",130623853,130635650,11798,"*"
"chr1",131087656,131155069,67414,"*"
"chr1",131177747,131449146,271400,"*"
"chr1",131884073,131904867,20795,"*"
"chr1",132495607,132672546,176940,"*"
"chr1",132817875,132859772,41898,"*"
"chr1",133092302,133170122,77821,"*"
"chr1",133212194,133325469,113276,"*"
"chr1",133369919,133423444,53526,"*"
"chr1",133482761,133582915,100155,"*"
"chr1",133714432,133900905,186474,"*"
"chr1",134077044,134077813,770,"*"
"chr1",134597760,134908134,310375,"*"
"chr1",134926961,135000033,73073,"*"
"chr1",135307913,135405256,97344,"*"
"chr1",135518673,135670117,151445,"*"
"chr1",135712338,135756721,44384,"*"
"chr1",135856667,135889966,33300,"*"
"chr1",136015538,136069753,54216,"*"
"chr1",136390013,136392803,2791,"*"
"chr1",136620718,136739168,118451,"*"
"chr1",136739638,136751300,11663,"*"
"chr1",136801457,136845313,43857,"*"
"chr1",137115912,137133388,17477,"*"
"chr1",137300937,137332094,31158,"*"
"chr1",137496290,137611337,115048,"*"
"chr1",137878909,138037424,158516,"*"
"chr1",138545577,138679975,134399,"*"
"chr1",138680310,138681664,1355,"*"
"chr1",138984160,138993457,9298,"*"
"chr1",139001110,139281049,279940,"*"
"chr1",139408867,139645227,236361,"*"
"chr1",139657185,139720203,63019,"*"
"chr1",139814322,139875635,61314,"*"
"chr1",140239346,140460806,221461,"*"
"chr1",140629521,140883801,254281,"*"
"chr1",141075627,141152119,76493,"*"
"chr1",141529544,141672214,142671,"*"
"chr1",141727097,141926953,199857,"*"
"chr1",142003827,142091374,87548,"*"
"chr1",142107245,142165254,58010,"*"
"chr1",142297076,142338640,41565,"*"
"chr1",142443942,142499241,55300,"*"
"chr1",143057091,143205140,148050,"*"
"chr1",143261445,143596140,334696,"*"
"chr1",143643654,144014472,370819,"*"
"chr1",144085263,144323868,238606,"*"
"chr1",144345160,144395316,50157,"*"
"chr1",144409557,144719012,309456,"*"
"chr1",144736930,144807234,70305,"*"
"chr1",144902098,144986731,84634,"*"
"chr1",145028799,145103581,74783,"*"
"chr1",145211553,145738940,527388,"*"
"chr1",145756684,145843561,86878,"*"
"chr1",145941006,146020710,79705,"*"
"chr1",146156150,146398781,242632,"*"
"chr1",146481115,146607728,126614,"*"
"chr1",146657189,146882130,224942,"*"
"chr1",147617643,147747793,130151,"*"
"chr1",147760603,147822056,61454,"*"
"chr1",147853911,147929990,76080,"*"
"chr1",148253161,148284913,31753,"*"
"chr1",148432998,148439658,6661,"*"
"chr1",148683448,148907263,223816,"*"
"chr1",148991146,149200096,208951,"*"
"chr1",149242179,149330816,88638,"*"
"chr1",149669139,149941257,272119,"*"
"chr1",150105353,150110046,4694,"*"
"chr1",150627947,150721882,93936,"*"
"chr1",150818960,150989837,170878,"*"
"chr1",151116411,151117799,1389,"*"
"chr1",151353943,151400627,46685,"*"
"chr1",151594789,151816909,222121,"*"
"chr1",151916250,152362193,445944,"*"
"chr1",152528606,152538624,10019,"*"
"chr1",152605834,152651337,45504,"*"
"chr1",152707139,152739980,32842,"*"
"chr1",153046495,153150551,104057,"*"
"chr1",153160602,153232808,72207,"*"
"chr1",153251530,153286430,34901,"*"
"chr1",153501463,153872501,371039,"*"
"chr1",154420648,154615809,195162,"*"
"chr1",154829059,154957803,128745,"*"
"chr1",155032526,155250697,218172,"*"
"chr1",155462257,155466519,4263,"*"
"chr1",155571274,155710023,138750,"*"
"chr1",155945470,155958368,12899,"*"
"chr1",156145907,156538910,393004,"*"
"chr1",156566297,156945537,379241,"*"
"chr1",157333097,157454301,121205,"*"
"chr1",157627433,158395019,767587,"*"
"chr1",158673219,158716641,43423,"*"
"chr1",159323258,159462142,138885,"*"
"chr1",159652807,159870887,218081,"*"
"chr1",160586706,160592333,5628,"*"
"chr1",160752357,160866162,113806,"*"
"chr1",160978228,161187361,209134,"*"
"chr1",161276326,161401295,124970,"*"
"chr1",161496711,161692883,196173,"*"
"chr1",161692900,161766795,73896,"*"
"chr1",161868284,162087941,219658,"*"
"chr1",162121911,162410126,288216,"*"
"chr1",162412634,162620007,207374,"*"
"chr1",162766982,163046741,279760,"*"
"chr1",163084109,163951614,867506,"*"
"chr1",164030178,164217887,187710,"*"
"chr1",164270383,164345662,75280,"*"
"chr1",164496564,164562097,65534,"*"
"chr1",164581769,164855168,273400,"*"
"chr1",165001759,165009747,7989,"*"
"chr1",165109765,165168241,58477,"*"
"chr1",165267445,165279241,11797,"*"
"chr1",165304845,165333283,28439,"*"
"chr1",165650135,165747786,97652,"*"
"chr1",166146862,166289005,142144,"*"
"chr1",166732145,166953945,221801,"*"
"chr1",167881436,167996231,114796,"*"
"chr1",168175018,168402640,227623,"*"
"chr1",168438390,168454231,15842,"*"
"chr1",168533993,168762484,228492,"*"
"chr1",168763262,168958181,194920,"*"
"chr1",169040128,169061740,21613,"*"
"chr1",169175217,169384919,209703,"*"
"chr1",169655602,169691289,35688,"*"
"chr1",169706261,169828601,122341,"*"
"chr1",169878494,169910589,32096,"*"
"chr1",169924553,170085339,160787,"*"
"chr1",170301792,170499952,198161,"*"
"chr1",170663570,170764377,100808,"*"
"chr1",170834112,170893955,59844,"*"
"chr1",170910957,171218277,307321,"*"
"chr1",171283759,171393320,109562,"*"
"chr1",171456306,171516775,60470,"*"
"chr1",171575421,171606046,30626,"*"
"chr1",171687627,171907240,219614,"*"
"chr1",171912269,171999191,86923,"*"
"chr1",172106544,172234824,128281,"*"
"chr1",172265181,172353226,88046,"*"
"chr1",172399587,172455557,55971,"*"
"chr1",172591820,172673721,81902,"*"
"chr1",172679601,172687663,8063,"*"
"chr1",172903895,172937687,33793,"*"
"chr1",173022143,173313901,291759,"*"
"chr1",173371222,173614212,242991,"*"
"chr1",173663835,173841994,178160,"*"
"chr1",174026945,174030576,3632,"*"
"chr1",174158725,174166602,7878,"*"
"chr1",174487509,174911166,423658,"*"
"chr1",174950312,175228034,277723,"*"
"chr1",175385517,175477168,91652,"*"
"chr1",175681463,175869282,187820,"*"
"chr1",175900459,176077964,177506,"*"
"chr1",176080574,176082985,2412,"*"
"chr1",176269952,176465523,195572,"*"
"chr1",176512464,176786972,274509,"*"
"chr1",176965588,177214591,249004,"*"
"chr1",177228736,177274279,45544,"*"
"chr1",177298284,177408163,109880,"*"
"chr1",177584812,177672741,87930,"*"
"chr1",178021720,178183005,161286,"*"
"chr1",178295412,178425989,130578,"*"
"chr1",178454455,178534481,80027,"*"
"chr1",178675247,178784645,109399,"*"
"chr1",178839644,179112782,273139,"*"
"chr1",179281809,179388667,106859,"*"
"chr1",179433352,179564614,131263,"*"
"chr1",179881723,180019193,137471,"*"
"chr1",180146926,180256661,109736,"*"
"chr1",180261175,180375546,114372,"*"
"chr1",180554539,180577320,22782,"*"
"chr1",180686585,180725821,39237,"*"
"chr1",180837707,181518959,681253,"*"
"chr1",181652870,181704061,51192,"*"
"chr1",181760127,182071091,310965,"*"
"chr1",182114978,182389959,274982,"*"
"chr1",182764325,182956275,191951,"*"
"chr1",183159240,183314920,155681,"*"
"chr1",183359024,183418242,59219,"*"
"chr1",183465666,183527034,61369,"*"
"chr1",183560224,184130905,570682,"*"
"chr1",184167656,184302935,135280,"*"
"chr1",184453280,184770727,317448,"*"
"chr1",184969095,185073077,103983,"*"
"chr1",185235272,185439390,204119,"*"
"chr1",185484770,185499369,14600,"*"
"chr1",185599450,185768866,169417,"*"
"chr1",185900599,186090214,189616,"*"
"chr1",186541654,187031104,489451,"*"
"chr1",187097871,187276102,178232,"*"
"chr1",187337896,187545544,207649,"*"
"chr1",187723464,187796242,72779,"*"
"chr1",187827090,187984703,157614,"*"
"chr1",188077699,188113402,35704,"*"
"chr1",188148310,189130782,982473,"*"
"chr1",189174749,189241370,66622,"*"
"chr1",189308671,189323555,14885,"*"
"chr1",189735740,189868640,132901,"*"
"chr1",189879128,189926431,47304,"*"
"chr1",189993673,190191912,198240,"*"
"chr1",190349581,190364049,14469,"*"
"chr1",190431632,190476441,44810,"*"
"chr1",190774525,190842853,68329,"*"
"chr1",191316163,191414029,97867,"*"
"chr1",191597545,191699590,102046,"*"
"chr1",192081452,192339195,257744,"*"
"chr1",192408523,192519191,110669,"*"
"chr1",192651403,192699134,47732,"*"
"chr1",192922901,192938658,15758,"*"
"chr1",193022830,193273927,251098,"*"
"chr1",193340242,193423103,82862,"*"
"chr1",193623591,193807178,183588,"*"
"chr1",193888985,194014085,125101,"*"
"chr1",194189308,194586644,397337,"*"
"chr1",194603806,194772342,168537,"*"
"chr1",194829278,194888087,58810,"*"
"chr1",195027950,195039654,11705,"*"
"chr1",195139160,195506173,367014,"*"
"chr1",195585029,195585372,344,"*"
"chr1",195589962,195669088,79127,"*"
"chr1",195735670,195965984,230315,"*"
"chr1",196029460,196058811,29352,"*"
"chr1",196095395,196181167,85773,"*"
"chr1",196426509,196576342,149834,"*"
"chr1",196627512,196717239,89728,"*"
"chr1",196825235,196833589,8355,"*"
"chr1",196895593,197113774,218182,"*"
"chr1",197183705,197224873,41169,"*"
"chr1",197512183,197545090,32908,"*"
"chr1",197976876,198620923,644048,"*"
"chr1",198871020,198998070,127051,"*"
"chr1",199055474,199249756,194283,"*"
"chr1",199385183,199696566,311384,"*"
"chr1",200008883,200027148,18266,"*"
"chr1",200203455,200255255,51801,"*"
"chr1",200581648,200737096,155449,"*"
"chr1",200857743,201060370,202628,"*"
"chr1",201107854,201217987,110134,"*"
"chr1",201539290,201574646,35357,"*"
"chr1",201974425,202019377,44953,"*"
"chr1",202036287,202363260,326974,"*"
"chr1",202450250,202543263,93014,"*"
"chr1",202597551,202669797,72247,"*"
"chr1",202789082,203069902,280821,"*"
"chr1",203180507,203223733,43227,"*"
"chr1",203267289,203285899,18611,"*"
"chr1",203358524,203368757,10234,"*"
"chr1",203370754,203701674,330921,"*"
"chr1",203859181,203875487,16307,"*"
"chr1",204314148,204432715,118568,"*"
"chr1",204536287,204714860,178574,"*"
"chr1",204719623,204926442,206820,"*"
"chr1",205003209,205132593,129385,"*"
"chr1",205332036,205399547,67512,"*"
"chr1",205784043,206032111,248069,"*"
"chr1",206159026,206284678,125653,"*"
"chr1",206303118,206309550,6433,"*"
"chr1",206408862,206741176,332315,"*"
"chr1",206792534,206881982,89449,"*"
"chr1",206943274,207124241,180968,"*"
"chr1",207320897,207363561,42665,"*"
"chr1",207692734,207825912,133179,"*"
"chr1",208110779,208252015,141237,"*"
"chr1",208544535,208692183,147649,"*"
"chr1",208868523,208931307,62785,"*"
"chr1",208943025,208993483,50459,"*"
"chr1",209160936,209264971,104036,"*"
"chr1",209479421,209921140,441720,"*"
"chr1",210011992,210067143,55152,"*"
"chr1",210116405,210258259,141855,"*"
"chr1",210321457,210322014,558,"*"
"chr1",210423083,210554674,131592,"*"
"chr1",210617068,210646300,29233,"*"
"chr1",210704265,210838627,134363,"*"
"chr1",210976395,210988562,12168,"*"
"chr1",211016578,211018717,2140,"*"
"chr1",211079838,211280592,200755,"*"
"chr1",211284799,211352861,68063,"*"
"chr1",211521295,211678272,156978,"*"
"chr1",211837548,211973928,136381,"*"
"chr1",212048109,212125682,77574,"*"
"chr1",212251123,212339417,88295,"*"
"chr1",212341039,212572482,231444,"*"
"chr1",212791767,213154461,362695,"*"
"chr1",213394064,213579450,185387,"*"
"chr1",213626814,213669131,42318,"*"
"chr1",213694136,214272297,578162,"*"
"chr1",214321690,214322675,986,"*"
"chr1",214365059,214857560,492502,"*"
"chr1",215392134,215686836,294703,"*"
"chr1",215725455,215827268,101814,"*"
"chr1",215904119,215938721,34603,"*"
"chr1",216015702,216028918,13217,"*"
"chr1",216061317,216199701,138385,"*"
"chr1",216269855,216278539,8685,"*"
"chr1",216964436,217432201,467766,"*"
"chr1",217526289,217833930,307642,"*"
"chr1",218030679,218220721,190043,"*"
